bucket_id,name,owner,created_at,updated_at,last_accessed_at,metadata
profile-photos,018c3ada-f3f5-4cbb-9bc7-4181a2666749/avatar-1777862673980.jpg,018c3ada-f3f5-4cbb-9bc7-4181a2666749,2026-05-04 02:44:41.705603+00,2026-05-04 02:44:41.705603+00,2026-05-04 02:44:41.705603+00,"{""eTag"": ""\""3579e98eb862c4bf953fd8109ec3798e\"""", ""size"": 54616, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-04T02:44:42.000Z"", ""contentLength"": 54616, ""httpStatusCode"": 200}"
profile-photos,03b68ec8-b6bc-4cfe-be54-9a356433a4cd/avatar-1777570097325.webp,03b68ec8-b6bc-4cfe-be54-9a356433a4cd,2026-04-30 17:28:18.533892+00,2026-04-30 17:28:18.533892+00,2026-04-30 17:28:18.533892+00,"{""eTag"": ""\""e472ff2719500d414a374c65dd27662a\"""", ""size"": 735986, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-04-30T17:28:19.000Z"", ""contentLength"": 735986, ""httpStatusCode"": 200}"
profile-photos,0bc8bcca-a18a-4b16-a960-7c5c3d105451/avatar-1777741612484.jpg,0bc8bcca-a18a-4b16-a960-7c5c3d105451,2026-05-02 17:06:52.741649+00,2026-05-02 17:06:52.741649+00,2026-05-02 17:06:52.741649+00,"{""eTag"": ""\""a4db3f33532d1437042138827a31bd51\"""", ""size"": 204029, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-02T17:06:53.000Z"", ""contentLength"": 204029, ""httpStatusCode"": 200}"
profile-photos,0bc8bcca-a18a-4b16-a960-7c5c3d105451/avatar-1777741657773.webp,0bc8bcca-a18a-4b16-a960-7c5c3d105451,2026-05-02 17:07:38.295234+00,2026-05-02 17:07:38.295234+00,2026-05-02 17:07:38.295234+00,"{""eTag"": ""\""36d5e5e3ab3fc25118bb575b8cb17486\"""", ""size"": 723088, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-02T17:07:39.000Z"", ""contentLength"": 723088, ""httpStatusCode"": 200}"
profile-photos,1321f773-e5cb-461f-9823-ee1f51c8e252/avatar-1777442439569.jpg,1321f773-e5cb-461f-9823-ee1f51c8e252,2026-04-29 06:00:41.200482+00,2026-04-29 06:00:41.200482+00,2026-04-29 06:00:41.200482+00,"{""eTag"": ""\""568e8c1a3ec564e050d8347cb53d781b\"""", ""size"": 107855, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-04-29T06:00:42.000Z"", ""contentLength"": 107855, ""httpStatusCode"": 200}"
profile-photos,1321f773-e5cb-461f-9823-ee1f51c8e252/avatar-1777949083933.jpg,1321f773-e5cb-461f-9823-ee1f51c8e252,2026-05-05 02:44:44.631359+00,2026-05-05 02:44:44.631359+00,2026-05-05 02:44:44.631359+00,"{""eTag"": ""\""7653510f233e66202a70361fda4724c8\"""", ""size"": 68057, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-05T02:44:45.000Z"", ""contentLength"": 68057, ""httpStatusCode"": 200}"
profile-photos,1321f773-e5cb-461f-9823-ee1f51c8e252/avatar-1777949117291.jpg,1321f773-e5cb-461f-9823-ee1f51c8e252,2026-05-05 02:45:18.152656+00,2026-05-05 02:45:18.152656+00,2026-05-05 02:45:18.152656+00,"{""eTag"": ""\""568e8c1a3ec564e050d8347cb53d781b\"""", ""size"": 107855, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-05T02:45:19.000Z"", ""contentLength"": 107855, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1778171645743.webp,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-07 16:34:13.292372+00,2026-05-07 16:34:13.292372+00,2026-05-07 16:34:13.292372+00,"{""eTag"": ""\""f31a983fdf19a5599fc03d4a8567f33d\"""", ""size"": 143500, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-07T16:34:14.000Z"", ""contentLength"": 143500, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292034234.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:47:18.949319+00,2026-05-20 15:47:18.949319+00,2026-05-20 15:47:18.949319+00,"{""eTag"": ""\""156db2193ebd5e61787a3adc9d52fb5e\"""", ""size"": 101188, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:47:19.000Z"", ""contentLength"": 101188, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292098164.webp,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:48:25.453247+00,2026-05-20 15:48:25.453247+00,2026-05-20 15:48:25.453247+00,"{""eTag"": ""\""710c5bbfdfca12960883f939d082c39d\"""", ""size"": 237486, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:48:26.000Z"", ""contentLength"": 237486, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292194719.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:50:00.055009+00,2026-05-20 15:50:00.055009+00,2026-05-20 15:50:00.055009+00,"{""eTag"": ""\""390f2a4fe2380013007fdcfe11d98494\"""", ""size"": 363460, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:50:01.000Z"", ""contentLength"": 363460, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292267686.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:51:22.697595+00,2026-05-20 15:51:22.697595+00,2026-05-20 15:51:22.697595+00,"{""eTag"": ""\""5d7bfd48b22287ad8a8bc8036d06f64f\"""", ""size"": 837189, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:51:23.000Z"", ""contentLength"": 837189, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292336675.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:52:32.61701+00,2026-05-20 15:52:32.61701+00,2026-05-20 15:52:32.61701+00,"{""eTag"": ""\""5d7bfd48b22287ad8a8bc8036d06f64f\"""", ""size"": 837189, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:52:33.000Z"", ""contentLength"": 837189, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779292562186.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-20 15:56:07.714332+00,2026-05-20 15:56:07.714332+00,2026-05-20 15:56:07.714332+00,"{""eTag"": ""\""560401eaf2cabc9c736bccafe2935b61\"""", ""size"": 242290, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T15:56:08.000Z"", ""contentLength"": 242290, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779426293574.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-22 05:04:56.814556+00,2026-05-22 05:04:56.814556+00,2026-05-22 05:04:56.814556+00,"{""eTag"": ""\""a097a39601c1d128d7d411a583dd5174\"""", ""size"": 128037, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-22T05:04:57.000Z"", ""contentLength"": 128037, ""httpStatusCode"": 200}"
profile-photos,1739ae9e-c224-44ee-ba81-0c66b2dda82d/avatar-1779426386556.jpg,1739ae9e-c224-44ee-ba81-0c66b2dda82d,2026-05-22 05:06:28.35845+00,2026-05-22 05:06:28.35845+00,2026-05-22 05:06:28.35845+00,"{""eTag"": ""\""a097a39601c1d128d7d411a583dd5174\"""", ""size"": 128037, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-22T05:06:29.000Z"", ""contentLength"": 128037, ""httpStatusCode"": 200}"
profile-photos,23e7b6a0-0153-41ef-97f9-d2904e1279b5/avatar-1779073495241.png,23e7b6a0-0153-41ef-97f9-d2904e1279b5,2026-05-18 03:04:58.279157+00,2026-05-18 03:04:58.279157+00,2026-05-18 03:04:58.279157+00,"{""eTag"": ""\""7e9c5d29b3097edae52316004d0de540\"""", ""size"": 2095735, ""mimetype"": ""image/png"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-18T03:04:59.000Z"", ""contentLength"": 2095735, ""httpStatusCode"": 200}"
profile-photos,23e7b6a0-0153-41ef-97f9-d2904e1279b5/avatar-1779073593958.png,23e7b6a0-0153-41ef-97f9-d2904e1279b5,2026-05-18 03:06:35.665944+00,2026-05-18 03:06:35.665944+00,2026-05-18 03:06:35.665944+00,"{""eTag"": ""\""7e9c5d29b3097edae52316004d0de540\"""", ""size"": 2095735, ""mimetype"": ""image/png"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-18T03:06:36.000Z"", ""contentLength"": 2095735, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804596616.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:36:38.478183+00,2026-05-03 10:36:38.478183+00,2026-05-03 10:36:38.478183+00,"{""eTag"": ""\""0ee91903369022bb133ae5a79e309883\"""", ""size"": 82235, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:36:39.000Z"", ""contentLength"": 82235, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804606447.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:36:48.496653+00,2026-05-03 10:36:48.496653+00,2026-05-03 10:36:48.496653+00,"{""eTag"": ""\""31c04271134b38e65fbcee4551498fa9\"""", ""size"": 323717, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:36:49.000Z"", ""contentLength"": 323717, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804639470.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:37:21.103303+00,2026-05-03 10:37:21.103303+00,2026-05-03 10:37:21.103303+00,"{""eTag"": ""\""7d2056689dcbd5952a10fa90ef939305\"""", ""size"": 83306, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:37:22.000Z"", ""contentLength"": 83306, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804646164.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:37:28.284879+00,2026-05-03 10:37:28.284879+00,2026-05-03 10:37:28.284879+00,"{""eTag"": ""\""31c04271134b38e65fbcee4551498fa9\"""", ""size"": 323717, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:37:29.000Z"", ""contentLength"": 323717, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804876891.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:41:20.54449+00,2026-05-03 10:41:20.54449+00,2026-05-03 10:41:20.54449+00,"{""eTag"": ""\""8f52af62458a71eb5de2e5cc1dca5fe9\"""", ""size"": 920572, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:41:21.000Z"", ""contentLength"": 920572, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777804889166.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-03 10:41:31.80074+00,2026-05-03 10:41:31.80074+00,2026-05-03 10:41:31.80074+00,"{""eTag"": ""\""31c04271134b38e65fbcee4551498fa9\"""", ""size"": 323717, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-03T10:41:32.000Z"", ""contentLength"": 323717, ""httpStatusCode"": 200}"
profile-photos,34d3e29c-697c-49b0-82a6-d5c799983a83/avatar-1777949516481.jpg,34d3e29c-697c-49b0-82a6-d5c799983a83,2026-05-05 02:51:57.910374+00,2026-05-05 02:51:57.910374+00,2026-05-05 02:51:57.910374+00,"{""eTag"": ""\""8217dbd84f2c96cbeb006e2a8ffd59bd\"""", ""size"": 135926, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-05T02:51:58.000Z"", ""contentLength"": 135926, ""httpStatusCode"": 200}"
profile-photos,3569cc62-8435-4098-82f8-936039f22510/avatar-1778502953428.jpg,3569cc62-8435-4098-82f8-936039f22510,2026-05-11 12:35:54.9985+00,2026-05-11 12:35:54.9985+00,2026-05-11 12:35:54.9985+00,"{""eTag"": ""\""e398633602fb5401bc0a71ce106ac6f0\"""", ""size"": 267052, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-11T12:35:55.000Z"", ""contentLength"": 267052, ""httpStatusCode"": 200}"
profile-photos,3569cc62-8435-4098-82f8-936039f22510/avatar-1778502978056.jpg,3569cc62-8435-4098-82f8-936039f22510,2026-05-11 12:36:19.483088+00,2026-05-11 12:36:19.483088+00,2026-05-11 12:36:19.483088+00,"{""eTag"": ""\""16c655a3ac1067fc697357beb4bf2afd\"""", ""size"": 381438, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-11T12:36:20.000Z"", ""contentLength"": 381438, ""httpStatusCode"": 200}"
profile-photos,3569cc62-8435-4098-82f8-936039f22510/avatar-1778503017401.jpg,3569cc62-8435-4098-82f8-936039f22510,2026-05-11 12:36:59.049329+00,2026-05-11 12:36:59.049329+00,2026-05-11 12:36:59.049329+00,"{""eTag"": ""\""dc512befa835229091f06ec517c14358\"""", ""size"": 261938, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-11T12:36:59.000Z"", ""contentLength"": 261938, ""httpStatusCode"": 200}"
profile-photos,3569cc62-8435-4098-82f8-936039f22510/avatar-1778503770021.jpg,3569cc62-8435-4098-82f8-936039f22510,2026-05-11 12:49:31.612306+00,2026-05-11 12:49:31.612306+00,2026-05-11 12:49:31.612306+00,"{""eTag"": ""\""79894897d5fb4ddaa206208cc8b4d3a0\"""", ""size"": 187265, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-11T12:49:32.000Z"", ""contentLength"": 187265, ""httpStatusCode"": 200}"
profile-photos,3569cc62-8435-4098-82f8-936039f22510/avatar-1778503812093.jpg,3569cc62-8435-4098-82f8-936039f22510,2026-05-11 12:50:13.555139+00,2026-05-11 12:50:13.555139+00,2026-05-11 12:50:13.555139+00,"{""eTag"": ""\""79894897d5fb4ddaa206208cc8b4d3a0\"""", ""size"": 187265, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-11T12:50:14.000Z"", ""contentLength"": 187265, ""httpStatusCode"": 200}"
profile-photos,53724341-990f-43b1-a4f9-012d456495c8/avatar-1779242049225.jpg,53724341-990f-43b1-a4f9-012d456495c8,2026-05-20 01:54:13.939277+00,2026-05-20 01:54:13.939277+00,2026-05-20 01:54:13.939277+00,"{""eTag"": ""\""90e1cb4f1bcc6f0d206f400b381d8299\"""", ""size"": 411743, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-20T01:54:14.000Z"", ""contentLength"": 411743, ""httpStatusCode"": 200}"
profile-photos,6fef1435-5b86-40e3-aa23-7f2de85948a8/avatar-1777734185639.jpg,6fef1435-5b86-40e3-aa23-7f2de85948a8,2026-05-02 15:03:07.378859+00,2026-05-02 15:03:07.378859+00,2026-05-02 15:03:07.378859+00,"{""eTag"": ""\""d050cc3f418ce5677e6f71870253f437\"""", ""size"": 210933, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-02T15:03:08.000Z"", ""contentLength"": 210933, ""httpStatusCode"": 200}"
profile-photos,6fef1435-5b86-40e3-aa23-7f2de85948a8/avatar-1777953348577.webp,6fef1435-5b86-40e3-aa23-7f2de85948a8,2026-05-05 03:55:49.959043+00,2026-05-05 03:55:49.959043+00,2026-05-05 03:55:49.959043+00,"{""eTag"": ""\""582bd8db28c28dc778db0648bfbda877\"""", ""size"": 272776, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-05T03:55:50.000Z"", ""contentLength"": 272776, ""httpStatusCode"": 200}"
profile-photos,6fef1435-5b86-40e3-aa23-7f2de85948a8/avatar-1779516411312.webp,6fef1435-5b86-40e3-aa23-7f2de85948a8,2026-05-23 06:06:52.129255+00,2026-05-23 06:06:52.129255+00,2026-05-23 06:06:52.129255+00,"{""eTag"": ""\""582bd8db28c28dc778db0648bfbda877\"""", ""size"": 272776, ""mimetype"": ""image/webp"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-23T06:06:53.000Z"", ""contentLength"": 272776, ""httpStatusCode"": 200}"
profile-photos,7af88621-6cb9-4a89-bcc1-62c1387e1ee8/avatar-1777994869750.jpg,7af88621-6cb9-4a89-bcc1-62c1387e1ee8,2026-05-05 15:28:07.25483+00,2026-05-05 15:28:07.25483+00,2026-05-05 15:28:07.25483+00,"{""eTag"": ""\""5b4dbf754ca448ae5fe8905841b28464\"""", ""size"": 832257, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-05T15:28:08.000Z"", ""contentLength"": 832257, ""httpStatusCode"": 200}"
profile-photos,7af88621-6cb9-4a89-bcc1-62c1387e1ee8/avatar-1778169760527.jpg,7af88621-6cb9-4a89-bcc1-62c1387e1ee8,2026-05-07 16:02:43.416036+00,2026-05-07 16:02:43.416036+00,2026-05-07 16:02:43.416036+00,"{""eTag"": ""\""5b4dbf754ca448ae5fe8905841b28464\"""", ""size"": 832257, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-07T16:02:44.000Z"", ""contentLength"": 832257, ""httpStatusCode"": 200}"
profile-photos,7d2273c9-858b-45f3-ba67-7bb711fdbc23/avatar-1779033360453.jpg,7d2273c9-858b-45f3-ba67-7bb711fdbc23,2026-05-17 15:56:26.527811+00,2026-05-17 15:56:26.527811+00,2026-05-17 15:56:26.527811+00,"{""eTag"": ""\""61d0473dab4d0bc4906acd8d4d1cf8e1\"""", ""size"": 445865, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-17T15:56:27.000Z"", ""contentLength"": 445865, ""httpStatusCode"": 200}"
profile-photos,91a8862d-7eee-4ca4-a8e3-d09118807536/avatar-1777730233356.jpg,91a8862d-7eee-4ca4-a8e3-d09118807536,2026-05-02 13:57:53.961046+00,2026-05-02 13:57:53.961046+00,2026-05-02 13:57:53.961046+00,"{""eTag"": ""\""f9c91711e2b4137a52f6fa9491e33b83\"""", ""size"": 287508, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-02T13:57:54.000Z"", ""contentLength"": 287508, ""httpStatusCode"": 200}"
profile-photos,9847cf8f-038e-4dee-a71f-b81ddc6b75a6/avatar-1779627126209.jpg,9847cf8f-038e-4dee-a71f-b81ddc6b75a6,2026-05-24 12:52:08.527716+00,2026-05-24 12:52:08.527716+00,2026-05-24 12:52:08.527716+00,"{""eTag"": ""\""4e0314356116a99db5a54229f482c125\"""", ""size"": 1169339, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-24T12:52:09.000Z"", ""contentLength"": 1169339, ""httpStatusCode"": 200}"
profile-photos,b0c7015c-b0ff-46ab-940f-3b29a48d1373/avatar-1778080420200.jpg,b0c7015c-b0ff-46ab-940f-3b29a48d1373,2026-05-06 15:13:46.793365+00,2026-05-06 15:13:46.793365+00,2026-05-06 15:13:46.793365+00,"{""eTag"": ""\""08ba42d7a58504396b4c2fb4a104bd16\"""", ""size"": 240613, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-06T15:13:47.000Z"", ""contentLength"": 240613, ""httpStatusCode"": 200}"
profile-photos,b0c7015c-b0ff-46ab-940f-3b29a48d1373/avatar-1778080486920.jpg,b0c7015c-b0ff-46ab-940f-3b29a48d1373,2026-05-06 15:14:52.801048+00,2026-05-06 15:14:52.801048+00,2026-05-06 15:14:52.801048+00,"{""eTag"": ""\""08ba42d7a58504396b4c2fb4a104bd16\"""", ""size"": 240613, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-06T15:14:53.000Z"", ""contentLength"": 240613, ""httpStatusCode"": 200}"
profile-photos,b0c7015c-b0ff-46ab-940f-3b29a48d1373/avatar-1778083559417.jpg,b0c7015c-b0ff-46ab-940f-3b29a48d1373,2026-05-06 16:06:01.032205+00,2026-05-06 16:06:01.032205+00,2026-05-06 16:06:01.032205+00,"{""eTag"": ""\""08ba42d7a58504396b4c2fb4a104bd16\"""", ""size"": 240613, ""mimetype"": ""image/jpeg"", ""cacheControl"": ""max-age=3600"", ""lastModified"": ""2026-05-06T16:06:01.000Z"", ""contentLength"": 240613, ""httpStatusCode"": 200}"
